#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
5480000,46099.99999519793,833.5151849033866,316.81043146768565,2744.0,0.020207834563842144,6.4e+03
5500000,46199.99999514555,820.6128823004135,282.1257408357427,2744.0,0.020207834563842144,6.4e+03
5520000,46299.99999509316,798.5366078911131,293.7673384487518,2744.0,0.020207834563842144,6.4e+03
5540000,46399.99999504077,957.610592786902,287.9164398549621,2744.0,0.020207834563842144,6.4e+03
5560000,46499.999994988386,1004.5719940891707,272.08742126198246,2744.0,0.020207834563842144,6.4e+03
5580000,46599.999994936,847.9382352471018,296.6588412764784,2744.0,0.020207834563842144,6.4e+03
5600000,46699.99999488361,784.344857915624,310.71815516346294,2744.0,0.020207834563842144,6.4e+03
5620000,46799.999994831225,841.1015591694731,306.8394904648755,2744.0,0.020207834563842144,6.4e+03
5640000,46899.99999477884,912.8875587903422,311.7219365985765,2744.0,0.020207834563842144,6.4e+03
5660000,46999.99999472645,822.3195885716186,305.58207982070405,2744.0,0.020207834563842144,6.4e+03
5680000,47099.999994674065,887.2371397311117,297.86974745201275,2744.0,0.020207834563842144,6.4e+03
5700000,47199.99999462168,906.9371647138144,276.1418290222486,2744.0,0.020207834563842144,6.4e+03
5720000,47299.99999456929,848.0132571526675,271.8646346533622,2744.0,0.020207834563842144,6.4e+03
5740000,47399.999994516904,895.3537783366294,272.4184959446629,2744.0,0.020207834563842144,6.4e+03
5760000,47499.99999446452,707.9135748451857,274.8510711386766,2744.0,0.020207834563842144,6.4e+03
5780000,47599.99999441213,788.232357491682,325.183312206917,2744.0,0.020207834563842144,6.4e+03
5800000,47699.99999435974,856.6281355568863,299.1149815321473,2744.0,0.020207834563842144,6.4e+03
5820000,47799.999994307356,749.3357619909065,305.19243721881367,2744.0,0.020207834563842144,6.4e+03
5840000,47899.99999425497,783.4001128259464,295.2978359809733,2744.0,0.020207834563842144,6.4e+03
5860000,47999.99999420258,985.3839155759096,296.478363456943,2744.0,0.020207834563842144,6.4e+03
5880000,48099.999994150196,812.5305618234714,298.4337296705658,2744.0,0.020207834563842144,6.4e+03
5900000,48199.99999409781,771.5270811873921,300.49161609734404,2744.0,0.020207834563842144,6.4e+03
5920000,48299.99999404542,826.17375670087,286.5116144009044,2744.0,0.020207834563842144,6.4e+03
5940000,48399.999993993035,847.1096907716752,288.70550362237645,2744.0,0.020207834563842144,6.4e+03
5960000,48499.99999394065,952.4324907951044,289.6315217793254,2744.0,0.020207834563842144,6.4e+03
5980000,48599.99999388826,862.341815269477,295.7598436065585,2744.0,0.020207834563842144,6.4e+03
6000000,48699.999993835874,914.1814014533368,309.0114394781111,2744.0,0.020207834563842144,6.4e+03
6020000,48799.99999378349,893.9087514258848,293.4904272251014,2744.0,0.020207834563842144,6.4e+03
6040000,48899.9999937311,868.5735738263213,313.7417115059276,2744.0,0.020207834563842144,6.4e+03
6060000,48999.99999367871,937.4369577709055,327.12381755525246,2744.0,0.020207834563842144,6.4e+03
6080000,49099.99999362633,872.0022898409264,290.27180993526616,2744.0,0.020207834563842144,6.4e+03
6100000,49199.99999357394,859.3721904165388,292.7545643947371,2744.0,0.020207834563842144,6.4e+03
6120000,49299.99999352155,913.2037432990901,286.92126993118285,2744.0,0.020207834563842144,6.4e+03
6140000,49399.999993469166,905.3578021603798,313.20768958374094,2744.0,0.020207834563842144,6.4e+03
6160000,49499.99999341678,813.42728154214,295.6232952167164,2744.0,0.020207834563842144,6.4e+03
6180000,49599.99999336439,974.3784144294684,303.1241918838937,2744.0,0.020207834563842144,6.4e+03
6200000,49699.999993312005,838.2549181202194,296.0437640331172,2744.0,0.020207834563842144,6.4e+03
6220000,49799.99999325962,864.0072294344129,311.3497469791129,2744.0,0.020207834563842144,6.4e+03
6240000,49899.99999320723,905.9010636606235,297.3848835720211,2744.0,0.020207834563842144,6.4e+03
6260000,49999.999993154845,959.8040875409285,303.3257778376468,2744.0,0.020207834563842144,6.41e+03
6280000,50099.99999310246,831.2088416548479,308.68032088645487,2744.0,0.020207834563842144,6.41e+03
6300000,50199.99999305007,836.2610246695795,317.50729485599953,2744.0,0.020207834563842144,6.41e+03
6320000,50299.999992997684,938.5399186634986,287.287245341762,2744.0,0.020207834563842144,6.41e+03
6340000,50399.9999929453,831.8162311639508,290.0561454695034,2744.0,0.020207834563842144,6.41e+03
6360000,50499.99999289291,788.144534691,305.3225180609386,2744.0,0.020207834563842144,6.41e+03
6380000,50599.99999284052,865.345315141481,302.9059533488908,2744.0,0.020207834563842144,6.41e+03
6400000,50699.999992788136,848.8565667037194,289.5750334420321,2744.0,0.020207834563842144,6.41e+03
6420000,50799.99999273575,817.3809157387866,296.51388026628496,2744.0,0.020207834563842144,6.41e+03
6440000,50899.99999268336,833.8074775642674,302.79955523145213,2744.0,0.020207834563842144,6.41e+03
6460000,50999.999992630976,863.2636785504574,317.8397855402688,2744.0,0.020207834563842144,6.41e+03
6480000,51099.99999257859,895.9632431041981,286.299876970938,2744.0,0.020207834563842144,6.41e+03
6500000,51199.9999925262,834.6780414711933,284.8715940650623,2744.0,0.020207834563842144,6.41e+03
6520000,51299.999992473815,765.8530961405202,308.78885781833316,2744.0,0.020207834563842144,6.41e+03
6540000,51399.99999242143,918.5891987022783,317.0762750607472,2744.0,0.020207834563842144,6.41e+03
6560000,51499.99999236904,900.6906060894105,296.69475177141317,2744.0,0.020207834563842144,6.41e+03
6580000,51599.999992316654,838.4879102787264,291.4166181702084,2744.0,0.020207834563842144,6.41e+03
6600000,51699.99999226427,770.6632452143615,311.8055686749528,2744.0,0.020207834563842144,6.41e+03
6620000,51799.99999221188,879.4714951207835,310.3873775155295,2744.0,0.020207834563842144,6.41e+03
6640000,51899.99999215949,899.6432276079955,296.6386588478628,2744.0,0.020207834563842144,6.41e+03
6660000,51999.99999210711,716.1075962840034,327.15470642506256,2744.0,0.020207834563842144,6.41e+03
6680000,52099.99999205472,923.6370951897716,296.9643402140835,2744.0,0.020207834563842144,6.41e+03
6700000,52199.99999200233,804.3136038142663,331.35250506159224,2744.0,0.020207834563842144,6.41e+03
6720000,52299.999991949946,819.6230365898105,301.156419963316,2744.0,0.020207834563842144,6.41e+03
6740000,52399.99999189756,747.2490836924221,305.1535584693535,2744.0,0.020207834563842144,6.41e+03
6760000,52499.99999184517,957.8889819024114,307.7919963021135,2744.0,0.020207834563842144,6.41e+03
6780000,52599.999991792785,800.8017198314205,296.23622081015,2744.0,0.020207834563842144,6.41e+03
6800000,52699.9999917404,827.4165943474692,289.6223226997296,2744.0,0.020207834563842144,6.41e+03
6820000,52799.99999168801,919.84954537502,298.23512854812054,2744.0,0.020207834563842144,6.41e+03
6840000,52899.999991635625,819.347217024005,303.516239557263,2744.0,0.020207834563842144,6.41e+03
6860000,52999.99999158324,895.7603994989565,318.277368057267,2744.0,0.020207834563842144,6.41e+03
6880000,53099.99999153085,867.5679507369553,298.46719784210853,2744.0,0.020207834563842144,6.41e+03
6900000,53199.999991478464,912.6050486786564,273.95724929911074,2744.0,0.020207834563842144,6.41e+03
6920000,53299.99999142608,833.909194007027,307.77114834826733,2744.0,0.020207834563842144,6.41e+03
6940000,53399.99999137369,962.2240565473959,301.6813961289586,2744.0,0.020207834563842144,6.41e+03
6960000,53499.9999913213,910.1799653143604,298.2555179821544,2744.0,0.020207834563842144,6.41e+03
6980000,53599.999991268916,887.0264455290844,293.3791578251869,2744.0,0.020207834563842144,6.41e+03
7000000,53699.99999121653,876.120611837651,307.32320194844255,2744.0,0.020207834563842144,6.41e+03
7020000,53799.99999116414,867.7700450610424,297.8570164637191,2744.0,0.020207834563842144,6.41e+03
7040000,53899.999991111756,811.3803258128585,299.0139834455245,2744.0,0.020207834563842144,6.41e+03
7060000,53999.99999105937,914.7153617991919,287.05243057881376,2744.0,0.020207834563842144,6.41e+03
7080000,54099.99999100698,838.7314168349453,318.854626406744,2744.0,0.020207834563842144,6.41e+03
7100000,54199.999990954595,895.2538346541419,304.95040786207534,2744.0,0.020207834563842144,6.41e+03
7120000,54299.99999090221,758.4461004653588,310.3729058772127,2744.0,0.020207834563842144,6.41e+03
7140000,54399.99999084982,928.2179021094972,308.8873657304513,2744.0,0.020207834563842144,6.41e+03
7160000,54499.999990797434,915.918190531469,325.5282947649201,2744.0,0.020207834563842144,6.41e+03
7180000,54599.99999074505,822.934186505931,301.5897926563514,2744.0,0.020207834563842144,6.41e+03
7200000,54699.99999069266,862.9672801684333,359.3242014052368,2744.0,0.020207834563842144,6.41e+03
7220000,54799.99999064027,827.0802962472928,306.82981676258606,2744.0,0.020207834563842144,6.41e+03
7240000,54899.99999058789,954.568452149143,299.9860949056832,2744.0,0.020207834563842144,6.41e+03
7260000,54999.9999905355,930.7084441775946,298.7858995813796,2744.0,0.020207834563842144,6.41e+03
7280000,55099.99999048311,850.6257779282844,302.5011713047472,2744.0,0.020207834563842144,6.41e+03
7300000,55199.999990430726,893.8236278292214,277.71483271233126,2744.0,0.020207834563842144,6.41e+03
7320000,55299.99999037834,933.446365210391,303.2189429383574,2744.0,0.020207834563842144,6.41e+03
7340000,55399.99999032595,897.2791499352027,287.6170800827107,2744.0,0.020207834563842144,6.41e+03
7360000,55499.999990273565,876.9516037087609,271.8319923947898,2744.0,0.020207834563842144,6.41e+03
7380000,55599.99999022118,900.8508756207035,305.17574669240355,2744.0,0.020207834563842144,6.41e+03
7400000,55699.99999016879,968.9530426828935,302.814988606775,2744.0,0.020207834563842144,6.41e+03
7420000,55799.999990116405,896.5381308929548,290.39797401705647,2744.0,0.020207834563842144,6.41e+03
7440000,55899.99999006402,938.6277591508829,283.7940848936614,2744.0,0.020207834563842144,6.41e+03
7460000,55999.99999001163,794.1955405246756,301.95582981438514,2744.0,0.020207834563842144,6.41e+03
7480000,56099.999989959244,813.6829076609083,296.3304963226054,2744.0,0.020207834563842144,6.41e+03
7500000,56199.99998990686,985.9794379939933,313.5200779998092,2744.0,0.020207834563842144,6.41e+03
7520000,56299.99998985447,1824.1976835247656,342.8339312665092,2744.0,0.020207834563842144,6.41e+03
7540000,56399.99998980208,910.0390614096355,296.38314983696114,2744.0,0.020207834563842144,6.41e+03
7560000,56499.9999897497,922.0100971801223,297.181528928613,2744.0,0.020207834563842144,6.41e+03
7580000,56599.99998969731,871.18954237458,305.66820419369895,2744.0,0.020207834563842144,6.41e+03
7600000,56699.99998964492,986.8759257208047,329.212639473335,2744.0,0.020207834563842144,6.41e+03
7620000,56799.999989592536,817.3532761394451,306.32532670776123,2744.0,0.020207834563842144,6.41e+03
7640000,56899.99998954015,846.3233414982044,289.92275225980205,2744.0,0.020207834563842144,6.41e+03
7660000,56999.99998948776,811.085402901921,303.7930705144446,2744.0,0.020207834563842144,6.41e+03
7680000,57099.999989435375,967.377525082724,303.7615737484748,2744.0,0.020207834563842144,6.41e+03
7700000,57199.99998938299,841.9633258457404,306.8793741259796,2744.0,0.020207834563842144,6.41e+03
7720000,57299.9999893306,804.9783673391222,293.77180722484087,2744.0,0.020207834563842144,6.41e+03
7740000,57399.999989278214,897.0466434485688,301.2973915430667,2744.0,0.020207834563842144,6.41e+03
7760000,57499.99998922583,798.5466326109342,324.64012443770133,2744.0,0.020207834563842144,6.41e+03
7780000,57599.99998917344,903.1862742105444,285.30710476401913,2744.0,0.020207834563842144,6.41e+03
7800000,57699.999989121054,857.2598516242831,297.0141678443393,2744.0,0.020207834563842144,6.41e+03
7820000,57799.99998906867,752.2325404164753,301.3096644181066,2744.0,0.020207834563842144,6.41e+03
7840000,57899.99998901628,840.6438806063613,300.1343433345779,2744.0,0.020207834563842144,6.41e+03
7860000,57999.99998896389,781.8540773944285,316.6870422089547,2744.0,0.020207834563842144,6.41e+03
7880000,58099.999988911506,886.6960722400172,290.5096267336395,2744.0,0.020207834563842144,6.41e+03
7900000,58199.99998885912,845.5428478156989,298.90139593083325,2744.0,0.020207834563842144,6.41e+03
7920000,58299.99998880673,849.9137825798944,299.95726676544143,2744.0,0.020207834563842144,6.41e+03
7940000,58399.999988754345,885.788859914529,296.995047508973,2744.0,0.020207834563842144,6.41e+03
7960000,58499.99998870196,939.6758804536208,307.15658783637343,2744.0,0.020207834563842144,6.41e+03
7980000,58599.99998864957,923.2544530655865,282.39580927584063,2744.0,0.020207834563842144,6.41e+03
8000000,58699.999988597185,876.2392339559782,299.12713036358434,2744.0,0.020207834563842144,6.41e+03
8020000,58799.9999885448,852.5305546762131,309.412492134138,2744.0,0.020207834563842144,6.41e+03
8040000,58899.99998849241,920.2903401382623,300.1469943785421,2744.0,0.020207834563842144,6.41e+03
8060000,58999.999988440024,992.9298550585736,293.09823111623405,2744.0,0.020207834563842144,6.42e+03
8080000,59099.99998838764,853.6902880013791,288.1750376489986,2744.0,0.020207834563842144,6.42e+03
8100000,59199.99998833525,800.9811605464413,301.5408659955273,2744.0,0.020207834563842144,6.42e+03
8120000,59299.99998828286,867.936866631349,313.0281270127195,2744.0,0.020207834563842144,6.42e+03
8140000,59399.99998823048,965.3441647242814,295.72245827281364,2744.0,0.020207834563842144,6.42e+03
8160000,59499.99998817809,848.1705956619297,298.8978677332794,2744.0,0.020207834563842144,6.42e+03
8180000,59599.9999881257,976.5029300671757,301.1020074482209,2744.0,0.020207834563842144,6.42e+03
8200000,59699.999988073316,974.8711079952444,291.13585622078637,2744.0,0.020207834563842144,6.42e+03
8220000,59799.99998802093,941.2434715634432,314.12612379898866,2744.0,0.020207834563842144,6.42e+03
8240000,59899.99998796854,871.9241856930504,310.7234070676929,2744.0,0.020207834563842144,6.42e+03
8260000,59999.999987916155,820.2019343284438,305.06254456134064,2744.0,0.020207834563842144,6.42e+03
8280000,60099.99998786377,985.3932649572729,291.8326878911652,2744.0,0.020207834563842144,6.42e+03
8300000,60199.99998781138,827.8047164137217,304.9271426920794,2744.0,0.020207834563842144,6.42e+03
8320000,60299.999987758994,828.6586303115628,288.68641812091926,2744.0,0.020207834563842144,6.42e+03
8340000,60399.99998770661,834.9220435339133,289.95527972462116,2744.0,0.020207834563842144,6.42e+03
8360000,60499.99998765422,906.3519237225263,302.04407580310556,2744.0,0.020207834563842144,6.42e+03
8380000,60599.999987601834,949.6673195579281,328.2253970251947,2744.0,0.020207834563842144,6.42e+03
8400000,60699.99998754945,843.5410918761727,297.08771352319775,2744.0,0.020207834563842144,6.42e+03
8420000,60799.99998749706,852.1272941605221,267.06162561530795,2744.0,0.020207834563842144,6.42e+03
8440000,60899.99998744467,793.7379327420201,283.0927503012874,2744.0,0.020207834563842144,6.42e+03
8460000,60999.999987392286,809.9351880264398,288.8263840129093,2744.0,0.020207834563842144,6.42e+03
8480000,61099.9999873399,753.8831514962512,287.0617073364446,2744.0,0.020207834563842144,6.42e+03
8500000,61199.99998728751,849.1941141876805,297.8692516409097,2744.0,0.020207834563842144,6.42e+03
8520000,61299.999987235125,757.7358867911533,296.3297738311194,2744.0,0.020207834563842144,6.42e+03
8540000,61399.99998718274,966.1760917416741,288.9359146136854,2744.0,0.020207834563842144,6.42e+03
8560000,61499.99998713035,1022.9575733457052,279.86480219496946,2744.0,0.020207834563842144,6.42e+03
8580000,61599.999987077965,915.8044796184553,295.2603320982864,2744.0,0.020207834563842144,6.42e+03
8600000,61699.99998702558,875.4395119432152,316.9788071361518,2744.0,0.020207834563842144,6.42e+03
8620000,61799.99998697319,959.3520069755273,290.86830246218585,2744.0,0.020207834563842144,6.42e+03
8640000,61899.999986920804,2375.368540508859,563.8305270944314,2744.0,0.020207834563842144,6.42e+03
8660000,61999.99998686842,900.3417083963266,313.92062316748115,2744.0,0.020207834563842144,6.42e+03
8680000,62099.99998681603,1018.5227233629229,280.97264176067057,2744.0,0.020207834563842144,6.42e+03
8700000,62199.99998676364,873.7558182242781,262.03940398832646,2744.0,0.020207834563842144,6.42e+03
8720000,62299.99998671126,974.9214078260516,304.7335978815507,2744.0,0.020207834563842144,6.41e+03
8740000,62399.99998665887,895.2240550289513,324.32454689305644,2744.0,0.020207834563842144,6.41e+03
8760000,62499.99998660648,840.4442778800915,294.36381106766027,2744.0,0.020207834563842144,6.41e+03
8780000,62599.999986554096,867.5915623970578,304.23432915224566,2744.0,0.020207834563842144,6.41e+03
8800000,62699.99998650171,965.1621972972154,316.1396397203086,2744.0,0.020207834563842144,6.41e+03
8820000,62799.99998644932,776.1537395904022,287.8520745946808,2744.0,0.020207834563842144,6.41e+03
8840000,62899.999986396935,895.4110833529369,279.43155829607247,2744.0,0.020207834563842144,6.41e+03
8860000,62999.99998634455,904.6959418826037,314.86552831145156,2744.0,0.020207834563842144,6.41e+03
8880000,63099.99998629216,886.3697014363355,292.28927101956515,2744.0,0.020207834563842144,6.41e+03
8900000,63199.999986239774,785.554983703727,302.771876122569,2744.0,0.020207834563842144,6.41e+03
8920000,63299.99998618739,884.7432400935867,314.27212563507527,2744.0,0.020207834563842144,6.41e+03
8940000,63399.999986135,787.497060034246,308.82413281842554,2744.0,0.020207834563842144,6.41e+03
8960000,63499.999986082614,879.6011687566065,294.5971561954775,2744.0,0.020207834563842144,6.41e+03
8980000,63599.99998603023,914.8031084407578,326.1121808676425,2744.0,0.020207834563842144,6.41e+03
9000000,63699.99998597784,933.6770336863244,303.41805964660387,2744.0,0.020207834563842144,6.41e+03
9020000,63799.99998592545,916.7285201751981,302.1677482141371,2744.0,0.020207834563842144,6.41e+03
9040000,63899.999985873066,883.7266528555143,285.61607532534345,2744.0,0.020207834563842144,6.41e+03
9060000,63999.99998582068,808.0065226155019,277.8088281110997,2744.0,0.020207834563842144,6.41e+03
9080000,64099.99998576829,809.1788400007349,298.2037020827398,2744.0,0.020207834563842144,6.41e+03
9100000,64199.999985715905,849.0387545073622,296.09307647296964,2744.0,0.020207834563842144,6.41e+03
9120000,64299.99998566352,924.6190423463785,306.4835492059368,2744.0,0.020207834563842144,6.41e+03
9140000,64399.99998561113,825.6574570722598,286.37117393031104,2744.0,0.020207834563842144,6.41e+03
9160000,64499.999985558745,733.440662275154,305.31921058453054,2744.0,0.020207834563842144,6.41e+03
9180000,64599.99998550636,917.003803828012,306.7398341817085,2744.0,0.020207834563842144,6.41e+03
9200000,64699.99998545397,843.8325287339487,278.86877634568714,2744.0,0.020207834563842144,6.41e+03
9220000,64799.999985401584,939.679996644096,314.79557865731357,2744.0,0.020207834563842144,6.41e+03
9240000,64899.9999853492,879.3411682530257,300.9313681845006,2744.0,0.020207834563842144,6.41e+03
9260000,64999.99998529681,823.0474361487247,280.95399545202747,2744.0,0.020207834563842144,6.41e+03
9280000,65099.99998524442,922.1716425437272,313.6393503159004,2744.0,0.020207834563842144,6.41e+03
9300000,65199.99998519204,944.0554466223487,306.9782020720665,2744.0,0.020207834563842144,6.41e+03
9320000,65299.99998513965,915.1817172432352,309.497460756825,2744.0,0.020207834563842144,6.41e+03
9340000,65399.99998508726,871.7749392969486,309.4631298115493,2744.0,0.020207834563842144,6.41e+03
9360000,65499.999985034876,944.6538545860502,322.3768218915434,2744.0,0.020207834563842144,6.4e+03
9380000,65599.99998507561,1079.1962202203322,293.0625033322737,2744.0,0.020207834563842144,6.4e+03
9400000,65699.99998516875,1003.4450416791492,289.1475469949506,2744.0,0.020207834563842144,6.4e+03
9420000,65799.99998526188,911.6903818020768,304.29271454756264,2744.0,0.020207834563842144,6.4e+03
9440000,65899.99998535501,857.2820273455371,280.39796129241734,2744.0,0.020207834563842144,6.4e+03
9460000,65999.99998544814,875.3779744840331,329.3208536074577,2744.0,0.020207834563842144,6.4e+03
9480000,66099.99998554128,825.5144076906973,291.65482122505847,2744.0,0.020207834563842144,6.4e+03
9500000,66199.99998563441,780.4709320298227,315.06695692739873,2744.0,0.020207834563842144,6.4e+03
9520000,66299.99998572754,816.568933677505,301.0195828474221,2744.0,0.020207834563842144,6.4e+03
9540000,66399.99998582067,874.166756220995,298.6202399534909,2744.0,0.020207834563842144,6.4e+03
9560000,66499.9999859138,767.0546667160318,296.0781192246159,2744.0,0.020207834563842144,6.4e+03
9580000,66599.99998600694,844.5432281518902,338.9724140041451,2744.0,0.020207834563842144,6.4e+03
9600000,66699.99998610007,864.6272792045747,289.4336008839547,2744.0,0.020207834563842144,6.4e+03
9620000,66799.9999861932,830.3553302829923,310.6805247274245,2744.0,0.020207834563842144,6.4e+03
9640000,66899.99998628633,979.3647449694199,303.4551246895293,2744.0,0.020207834563842144,6.4e+03
9660000,66999.99998637947,898.1648670212164,276.12948062871516,2744.0,0.020207834563842144,6.4e+03
9680000,67099.9999864726,774.3989025185085,315.17178401826163,2744.0,0.020207834563842144,6.4e+03
9700000,67199.99998656573,952.0688130464239,302.0359838560461,2744.0,0.020207834563842144,6.4e+03
9720000,67299.99998665886,930.4140956570457,291.2878947836078,2744.0,0.020207834563842144,6.4e+03
9740000,67399.999986752,857.4643865759989,281.8487476539876,2744.0,0.020207834563842144,6.4e+03
9760000,67499.99998684513,873.1817105592226,307.3520722503286,2744.0,0.020207834563842144,6.4e+03
9780000,67599.99998693826,885.8411041791094,298.99715089369806,2744.0,0.020207834563842144,6.41e+03
9800000,67699.99998703139,833.4257046235116,296.0332062677144,2744.0,0.020207834563842144,6.41e+03
9820000,67799.99998712452,918.5179417666329,295.46155381592854,2744.0,0.020207834563842144,6.41e+03
9840000,67899.99998721766,926.3762157672259,298.45051703446035,2744.0,0.020207834563842144,6.41e+03
9860000,67999.99998731079,922.6491246322921,308.2414552505625,2744.0,0.020207834563842144,6.41e+03
9880000,68099.99998740392,824.7080321820287,304.10998547596705,2744.0,0.020207834563842144,6.41e+03
9900000,68199.99998749705,845.0875679985833,308.940273744741,2744.0,0.020207834563842144,6.41e+03
9920000,68299.99998759018,927.8335372472523,300.2328042142852,2744.0,0.020207834563842144,6.41e+03
9940000,68399.99998768332,927.1507248660355,298.7660490347904,2744.0,0.020207834563842144,6.41e+03
9960000,68499.99998777645,1011.9026690588485,302.9160600142179,2744.0,0.020207834563842144,6.41e+03
9980000,68599.99998786958,820.3897430087849,291.5450215023895,2744.0,0.020207834563842144,6.41e+03
10000000,68699.99998796271,849.2075263978879,295.2069924464674,2744.0,0.020207834563842144,6.42e+03
10020000,68799.99998805585,870.2819458519061,321.34900677224516,2744.0,0.020207834563842144,6.42e+03
10040000,68899.99998814898,869.6221388830884,309.2886753684347,2744.0,0.020207834563842144,6.42e+03
10060000,68999.99998824211,854.051263936665,289.51960758839385,2744.0,0.020207834563842144,6.42e+03
10080000,69099.99998833524,957.2218129766401,319.6854225881742,2744.0,0.020207834563842144,6.42e+03
10100000,69199.99998842838,901.9334327436493,315.5990399158026,2744.0,0.020207834563842144,6.42e+03
10120000,69299.99998852151,846.0341063089195,291.8122785657323,2744.0,0.020207834563842144,6.42e+03
10140000,69399.99998861464,793.0004468906823,299.0372343747693,2744.0,0.020207834563842144,6.42e+03
10160000,69499.99998870777,933.6490269398691,289.51105801456816,2744.0,0.020207834563842144,6.42e+03
10180000,69599.9999888009,884.1169776150603,281.46671285849146,2744.0,0.020207834563842144,6.42e+03
10200000,69699.99998889404,913.0429948900439,279.7497214497568,2744.0,0.020207834563842144,6.42e+03
10220000,69799.99998898717,817.6597496815034,297.4336774037945,2744.0,0.020207834563842144,6.42e+03
10240000,69899.9999890803,886.1785771835591,299.86254893856096,2744.0,0.020207834563842144,6.42e+03
10260000,69999.99998917343,802.0285304340312,297.572149175741,2744.0,0.020207834563842144,6.42e+03
10280000,70099.99998926657,900.8005343251883,293.8147396050425,2744.0,0.020207834563842144,6.42e+03
10300000,70199.9999893597,997.5660554033359,293.4033339859933,2744.0,0.020207834563842144,6.42e+03
10320000,70299.99998945283,918.3483115113836,272.43810602149824,2744.0,0.020207834563842144,6.42e+03
10340000,70399.99998954596,935.1185640686994,312.8892452464972,2744.0,0.020207834563842144,6.42e+03
10360000,70499.9999896391,765.7452202804216,312.54229430053704,2744.0,0.020207834563842144,6.42e+03
10380000,70599.99998973223,814.4120722391431,294.10928895602666,2744.0,0.020207834563842144,6.43e+03
10400000,70699.99998982536,915.8533277674803,315.9192562286827,2744.0,0.020207834563842144,6.43e+03
10420000,70799.99998991849,897.8171404337866,331.083368363534,2744.0,0.020207834563842144,6.43e+03
10440000,70899.99999001162,805.7012542326863,302.1113413586307,2744.0,0.020207834563842144,6.43e+03
10460000,70999.99999010476,942.1230785639641,319.14695220607,2744.0,0.020207834563842144,6.43e+03
10480000,71099.99999019789,847.7579315648402,284.27641960704625,2744.0,0.020207834563842144,6.43e+03
10500000,71199.99999029102,957.0420771127174,321.2352305300103,2744.0,0.020207834563842144,6.43e+03
10520000,71299.99999038415,773.4473385508559,286.19983391031775,2744.0,0.020207834563842144,6.43e+03
10540000,71399.99999047728,855.3586640396127,293.8122754182402,2744.0,0.020207834563842144,6.43e+03
10560000,71499.99999057042,867.2712392313758,305.2458156531419,2744.0,0.020207834563842144,6.43e+03
10580000,71599.99999066355,840.8466258549495,281.19715910076985,2744.0,0.020207834563842144,6.43e+03
10600000,71699.99999075668,933.8240872223871,284.9649581223069,2744.0,0.020207834563842144,6.43e+03
10620000,71799.99999084981,793.4521049752011,290.33956265159185,2744.0,0.020207834563842144,6.43e+03
10640000,71899.99999094295,984.7402201886712,293.46127710945166,2744.0,0.020207834563842144,6.43e+03
10660000,71999.99999103608,839.3754630019534,327.58197821722274,2744.0,0.020207834563842144,6.43e+03
10680000,72099.99999112921,935.0291858762046,294.6303424834,2744.0,0.020207834563842144,6.43e+03
10700000,72199.99999122234,952.0525396016615,291.9664149217883,2744.0,0.020207834563842144,6.43e+03
10720000,72299.99999131548,904.1050178447458,298.9098396559051,2744.0,0.020207834563842144,6.43e+03
10740000,72399.99999140861,913.1187870137937,278.1949187359896,2744.0,0.020207834563842144,6.43e+03
10760000,72499.99999150174,777.5605329849546,291.9998183739495,2744.0,0.020207834563842144,6.43e+03
10780000,72599.99999159487,861.5456376343116,288.6411446341842,2744.0,0.020207834563842144,6.43e+03
10800000,72699.999991688,1012.0685090222863,286.6071357758025,2744.0,0.020207834563842144,6.43e+03
10820000,72799.99999178114,913.8733922579997,299.1297729590711,2744.0,0.020207834563842144,6.43e+03
10840000,72899.99999187427,843.3194536288531,313.36113129580525,2744.0,0.020207834563842144,6.43e+03
10860000,72999.9999919674,946.8852880936925,313.7646555636428,2744.0,0.020207834563842144,6.43e+03
10880000,73099.99999206053,849.1573075707172,297.0988449478884,2744.0,0.020207834563842144,6.43e+03
10900000,73199.99999215367,933.7014014055335,284.1109752882724,2744.0,0.020207834563842144,6.43e+03
10920000,73299.9999922468,873.9286853892272,286.8952976175549,2744.0,0.020207834563842144,6.43e+03
10940000,73399.99999233993,843.384376847071,279.1491427186273,2744.0,0.020207834563842144,6.43e+03
10960000,73499.99999243306,796.2668392366904,309.4784487939177,2744.0,0.020207834563842144,6.43e+03
10980000,73599.9999925262,870.5148568562761,303.2072915940321,2744.0,0.020207834563842144,6.43e+03
11000000,73699.99999261933,897.3198762251761,300.7896449202171,2744.0,0.020207834563842144,6.43e+03
11020000,73799.99999271246,816.1683327457997,316.92221518157487,2744.0,0.020207834563842144,6.43e+03
11040000,73899.99999280559,922.2931294527476,306.07020821942723,2744.0,0.020207834563842144,6.43e+03
11060000,73999.99999289872,812.0068928519194,304.5849042726576,2744.0,0.020207834563842144,6.43e+03
11080000,74099.99999299186,830.2854539557018,315.90600612472457,2744.0,0.020207834563842144,6.43e+03
11100000,74199.99999308499,794.7345776477383,305.81659718204264,2744.0,0.020207834563842144,6.43e+03
11120000,74299.99999317812,798.9178575727162,274.40325654086996,2744.0,0.020207834563842144,6.42e+03
11140000,74399.99999327125,885.4751791919103,302.24095108007623,2744.0,0.020207834563842144,6.42e+03
11160000,74499.99999336438,879.3066418698513,300.64755055501195,2744.0,0.020207834563842144,6.42e+03
